value,cat01,cat01_label,time,time_label
1172547,1000000,合計 (人),0019000000,平成19年
1138221,1000000,合計 (人),0020000000,平成20年
1087075,1000000,合計 (人),0021000000,平成21年
1076789,1000000,合計 (人),0022000000,平成22年
1076734,1000000,合計 (人),0023000000,平成23年
1074037,1000000,合計 (人),0023000101,平成23年1月
1074638,1000000,合計 (人),0023000202,平成23年2月
1070844,1000000,合計 (人),0023000303,平成23年3月
1075501,1000000,合計 (人),0023000404,平成23年4月
1074668,1000000,合計 (人),0023000505,平成23年5月
1077004,1000000,合計 (人),0023000606,平成23年6月
1077824,1000000,合計 (人),0023000707,平成23年7月
1080456,1000000,合計 (人),0023000808,平成23年8月
1081216,1000000,合計 (人),0023000909,平成23年9月
1079755,1000000,合計 (人),0023001010,平成23年10月
1077159,1000000,合計 (人),0023001111,平成23年11月
1076734,1000000,合計 (人),0023001212,平成23年12月
291693,1010000,一般機械 (人),0019000000,平成19年
291494,1010000,一般機械 (人),0020000000,平成20年
274479,1010000,一般機械 (人),0021000000,平成21年
273259,1010000,一般機械 (人),0022000000,平成22年
277797,1010000,一般機械 (人),0023000000,平成23年
274583,1010000,一般機械 (人),0023000101,平成23年1月
274433,1010000,一般機械 (人),0023000202,平成23年2月
272845,1010000,一般機械 (人),0023000303,平成23年3月
276572,1010000,一般機械 (人),0023000404,平成23年4月
277154,1010000,一般機械 (人),0023000505,平成23年5月
278890,1010000,一般機械 (人),0023000606,平成23年6月
278680,1010000,一般機械 (人),0023000707,平成23年7月
279491,1010000,一般機械 (人),0023000808,平成23年8月
279780,1010000,一般機械 (人),0023000909,平成23年9月
278752,1010000,一般機械 (人),0023001010,平成23年10月
278525,1010000,一般機械 (人),0023001111,平成23年11月
277797,1010000,一般機械 (人),0023001212,平成23年12月
27553,1010100,一般機械 ボイラ及び原動機 (1) (人),0019000000,平成19年
27370,1010100,一般機械 ボイラ及び原動機 (1) (人),0020000000,平成20年
27828,1010100,一般機械 ボイラ及び原動機 (1) (人),0021000000,平成21年
28481,1010100,一般機械 ボイラ及び原動機 (1) (人),0022000000,平成22年
29687,1010100,一般機械 ボイラ及び原動機 (1) (人),0023000000,平成23年
28622,1010100,一般機械 ボイラ及び原動機 (1) (人),0023000101,平成23年1月
28595,1010100,一般機械 ボイラ及び原動機 (1) (人),0023000202,平成23年2月
26472,1010100,一般機械 ボイラ及び原動機 (1) (人),0023000303,平成23年3月
27217,1010100,一般機械 ボイラ及び原動機 (1) (人),0023000404,平成23年4月
27468,1010100,一般機械 ボイラ及び原動機 (1) (人),0023000505,平成23年5月
29504,1010100,一般機械 ボイラ及び原動機 (1) (人),0023000606,平成23年6月
29615,1010100,一般機械 ボイラ及び原動機 (1) (人),0023000707,平成23年7月
29732,1010100,一般機械 ボイラ及び原動機 (1) (人),0023000808,平成23年8月
29774,1010100,一般機械 ボイラ及び原動機 (1) (人),0023000909,平成23年9月
29729,1010100,一般機械 ボイラ及び原動機 (1) (人),0023001010,平成23年10月
29763,1010100,一般機械 ボイラ及び原動機 (1) (人),0023001111,平成23年11月
29687,1010100,一般機械 ボイラ及び原動機 (1) (人),0023001212,平成23年12月
12697,1010200,一般機械 土木建設機械、鉱山機械及び破砕機 (2) (人),0019000000,平成19年
13282,1010200,一般機械 土木建設機械、鉱山機械及び破砕機 (2) (人),0020000000,平成20年
12775,1010200,一般機械 土木建設機械、鉱山機械及び破砕機 (2) (人),0021000000,平成21年
13156,1010200,一般機械 土木建設機械、鉱山機械及び破砕機 (2) (人),0022000000,平成22年
13532,1010200,一般機械 土木建設機械、鉱山機械及び破砕機 (2) (人),0023000000,平成23年
13175,1010200,一般機械 土木建設機械、鉱山機械及び破砕機 (2) (人),0023000101,平成23年1月
13160,1010200,一般機械 土木建設機械、鉱山機械及び破砕機 (2) (人),0023000202,平成23年2月
13335,1010200,一般機械 土木建設機械、鉱山機械及び破砕機 (2) (人),0023000303,平成23年3月
