value,tab,tab_label,cat02,cat02_label,area,area_label,time,time_label,unit
2690662,020,母集団事業所・企業等数,50000,合計,00000,全国,2013000000,2013年,事業所・企業等
417,020,母集団事業所・企業等数,50020,42鉄道業,00000,全国,2013000000,2013年,事業所・企業等
90213,020,母集団事業所・企業等数,50040,"43,44道路旅客運送業，道路貨物運送業",00000,全国,2013000000,2013年,事業所・企業等
3803,020,母集団事業所・企業等数,50055,45水運業,00000,全国,2013000000,2013年,事業所・企業等
60521,020,母集団事業所・企業等数,50070,"47,48,693倉庫業，運輸に附帯するサービス業，駐車場業",00000,全国,2013000000,2013年,事業所・企業等
133,020,母集団事業所・企業等数,50090,4*航空運輸業，郵便業（信書便事業を含む）,00000,全国,2013000000,2013年,事業所・企業等
16917,020,母集団事業所・企業等数,50110,681建物売買業，土地売買業,00000,全国,2013000000,2013年,事業所・企業等
147084,020,母集団事業所・企業等数,50130,"682,691,694不動産代理業・仲介業，不動産賃貸業（貸家業，貸間業を除く），不動産管理業",00000,全国,2013000000,2013年,事業所・企業等
163794,020,母集団事業所・企業等数,50150,692貸家業，貸間業,00000,全国,2013000000,2013年,事業所・企業等
27946,020,母集団事業所・企業等数,50170,70物品賃貸業,00000,全国,2013000000,2013年,事業所・企業等
73699,020,母集団事業所・企業等数,50190,721-725その他の対事業所サービス（法務・財務・会計サービス）,00000,全国,2013000000,2013年,事業所・企業等
43530,020,母集団事業所・企業等数,50210,"726,728,72aその他の対事業所サービス(専門サービス)（※「学術・開発研究機関」及び「純粋持株会社」を除く。）",00000,全国,2013000000,2013年,事業所・企業等
691,020,母集団事業所・企業等数,50240,7291興信所,00000,全国,2013000000,2013年,事業所・企業等
11574,020,母集団事業所・企業等数,50250,73広告業,00000,全国,2013000000,2013年,事業所・企業等
9285,020,母集団事業所・企業等数,50280,741獣医業,00000,全国,2013000000,2013年,事業所・企業等
60527,020,母集団事業所・企業等数,50300,742土木建築サービス業,00000,全国,2013000000,2013年,事業所・企業等
70366,020,母集団事業所・企業等数,50320,"743-745,911,921,923,929その他の対事業所サービス(その他)（※「政治・経済・文化団体」，｢宗教」及び「外国公務」を除く。）",00000,全国,2013000000,2013年,事業所・企業等
100686,020,母集団事業所・企業等数,50340,"746,77,796,79a,90aその他の対個人サービス(その他)（※「家事サービス業」を除く。）",00000,全国,2013000000,2013年,事業所・企業等
7348,020,母集団事業所・企業等数,50360,749その他の技術サービス業,00000,全国,2013000000,2013年,事業所・企業等
57729,020,母集団事業所・企業等数,50380,75宿泊業,00000,全国,2013000000,2013年,事業所・企業等
631481,020,母集団事業所・企業等数,50400,76飲食店,00000,全国,2013000000,2013年,事業所・企業等
381204,020,母集団事業所・企業等数,50420,78洗濯・理容・美容・浴場業,00000,全国,2013000000,2013年,事業所・企業等
8592,020,母集団事業所・企業等数,50440,791旅行業,00000,全国,2013000000,2013年,事業所・企業等
57489,020,母集団事業所・企業等数,50460,80娯楽業,00000,全国,2013000000,2013年,事業所・企業等
22489,020,母集団事業所・企業等数,50490,"821,822社会教育，職業・教育支援施設（※「学校教育」を除く。）",00000,全国,2013000000,2013年,事業所・企業等
136295,020,母集団事業所・企業等数,50500,"823,8245,824a,829学習塾，教養・技能教授業",00000,全国,2013000000,2013年,事業所・企業等
245175,020,母集団事業所・企業等数,50520,"83,84医療業，保健衛生（※「保健所」を除く。）",00000,全国,2013000000,2013年,事業所・企業等
114941,020,母集団事業所・企業等数,50540,85社会保険・社会福祉・介護事業(※「社会保険事業団体」及び「福祉事務所」を除く。),00000,全国,2013000000,2013年,事業所・企業等
22238,020,母集団事業所・企業等数,50560,88廃棄物処理業,00000,全国,2013000000,2013年,事業所・企業等
75635,020,母集団事業所・企業等数,50580,"89,901,902自動車整備業，機械等修理業，電気機械器具修理業",00000,全国,2013000000,2013年,事業所・企業等
12903,020,母集団事業所・企業等数,50600,912労働者派遣業,00000,全国,2013000000,2013年,事業所・企業等
25299,020,母集団事業所・企業等数,50620,922建物サービス業,00000,全国,2013000000,2013年,事業所・企業等
6550,020,母集団事業所・企業等数,50640,951集会場,00000,全国,2013000000,2013年,事業所・企業等
1101,020,母集団事業所・企業等数,50660,95aと畜場，他に分類されないサービス業,00000,全国,2013000000,2013年,事業所・企業等
3007,020,母集団事業所・企業等数,51660,その他,00000,全国,2013000000,2013年,事業所・企業等
299218810,040,年間売上高,50000,合計,00000,全国,2013000000,2013年,百万円
7073485,040,年間売上高,50020,42鉄道業,00000,全国,2013000000,2013年,百万円
26146747,040,年間売上高,50040,"43,44道路旅客運送業，道路貨物運送業",00000,全国,2013000000,2013年,百万円
6375603,040,年間売上高,50055,45水運業,00000,全国,2013000000,2013年,百万円
17958354,040,年間売上高,50070,"47,48,693倉庫業，運輸に附帯するサービス業，駐車場業",00000,全国,2013000000,2013年,百万円
4629914,040,年間売上高,50090,4*航空運輸業，郵便業（信書便事業を含む）,00000,全国,2013000000,2013年,百万円
9246387,040,年間売上高,50110,681建物売買業，土地売買業,00000,全国,2013000000,2013年,百万円
15729375,040,年間売上高,50130,"682,691,694不動産代理業・仲介業，不動産賃貸業（貸家業，貸間業を除く），不動産管理業",00000,全国,2013000000,2013年,百万円
4748487,040,年間売上高,50150,692貸家業，貸間業,00000,全国,2013000000,2013年,百万円
14690811,040,年間売上高,50170,70物品賃貸業,00000,全国,2013000000,2013年,百万円
2591394,040,年間売上高,50190,721-725その他の対事業所サービス（法務・財務・会計サービス）,00000,全国,2013000000,2013年,百万円
3929923,040,年間売上高,50210,"726,728,72aその他の対事業所サービス(専門サービス)（※「学術・開発研究機関」及び「純粋持株会社」を除く。）",00000,全国,2013000000,2013年,百万円
61902,040,年間売上高,50240,7291興信所,00000,全国,2013000000,2013年,百万円
8769125,040,年間売上高,50250,73広告業,00000,全国,2013000000,2013年,百万円
392654,040,年間売上高,50280,741獣医業,00000,全国,2013000000,2013年,百万円
3997310,040,年間売上高,50300,742土木建築サービス業,00000,全国,2013000000,2013年,百万円
14657690,040,年間売上高,50320,"743-745,911,921,923,929その他の対事業所サービス(その他)（※「政治・経済・文化団体」，｢宗教」及び「外国公務」を除く。）",00000,全国,2013000000,2013年,百万円
6596367,040,年間売上高,50340,"746,77,796,79a,90aその他の対個人サービス(その他)（※「家事サービス業」を除く。）",00000,全国,2013000000,2013年,百万円
3847837,040,年間売上高,50360,749その他の技術サービス業,00000,全国,2013000000,2013年,百万円
5932315,040,年間売上高,50380,75宿泊業,00000,全国,2013000000,2013年,百万円
18233403,040,年間売上高,50400,76飲食店,00000,全国,2013000000,2013年,百万円
5061977,040,年間売上高,50420,78洗濯・理容・美容・浴場業,00000,全国,2013000000,2013年,百万円
4627029,040,年間売上高,50440,791旅行業,00000,全国,2013000000,2013年,百万円
37137650,040,年間売上高,50460,80娯楽業,00000,全国,2013000000,2013年,百万円
724911,040,年間売上高,50490,"821,822社会教育，職業・教育支援施設（※「学校教育」を除く。）",00000,全国,2013000000,2013年,百万円
2675134,040,年間売上高,50500,"823,8245,824a,829学習塾，教養・技能教授業",00000,全国,2013000000,2013年,百万円
35884758,040,年間売上高,50520,"83,84医療業，保健衛生（※「保健所」を除く。）",00000,全国,2013000000,2013年,百万円
8869262,040,年間売上高,50540,85社会保険・社会福祉・介護事業(※「社会保険事業団体」及び「福祉事務所」を除く。),00000,全国,2013000000,2013年,百万円
3765997,040,年間売上高,50560,88廃棄物処理業,00000,全国,2013000000,2013年,百万円
6339650,040,年間売上高,50580,"89,901,902自動車整備業，機械等修理業，電気機械器具修理業",00000,全国,2013000000,2013年,百万円
4672950,040,年間売上高,50600,912労働者派遣業,00000,全国,2013000000,2013年,百万円
5298134,040,年間売上高,50620,922建物サービス業,00000,全国,2013000000,2013年,百万円
205912,040,年間売上高,50640,951集会場,00000,全国,2013000000,2013年,百万円
218149,040,年間売上高,50660,95aと畜場，他に分類されないサービス業,00000,全国,2013000000,2013年,百万円
8128214,040,年間売上高,51660,その他,00000,全国,2013000000,2013年,百万円
11209,046,１事業従事者当たり年間売上高,50000,合計,00000,全国,2013000000,2013年,千円
31030,046,１事業従事者当たり年間売上高,50020,42鉄道業,00000,全国,2013000000,2013年,千円
11139,046,１事業従事者当たり年間売上高,50040,"43,44道路旅客運送業，道路貨物運送業",00000,全国,2013000000,2013年,千円
109912,046,１事業従事者当たり年間売上高,50055,45水運業,00000,全国,2013000000,2013年,千円
23120,046,１事業従事者当たり年間売上高,50070,"47,48,693倉庫業，運輸に附帯するサービス業，駐車場業",00000,全国,2013000000,2013年,千円
15401,046,１事業従事者当たり年間売上高,50090,4*航空運輸業，郵便業（信書便事業を含む）,00000,全国,2013000000,2013年,千円
79332,046,１事業従事者当たり年間売上高,50110,681建物売買業，土地売買業,00000,全国,2013000000,2013年,千円
22347,046,１事業従事者当たり年間売上高,50130,"682,691,694不動産代理業・仲介業，不動産賃貸業（貸家業，貸間業を除く），不動産管理業",00000,全国,2013000000,2013年,千円
13666,046,１事業従事者当たり年間売上高,50150,692貸家業，貸間業,00000,全国,2013000000,2013年,千円
43343,046,１事業従事者当たり年間売上高,50170,70物品賃貸業,00000,全国,2013000000,2013年,千円
8149,046,１事業従事者当たり年間売上高,50190,721-725その他の対事業所サービス（法務・財務・会計サービス）,00000,全国,2013000000,2013年,千円
13057,046,１事業従事者当たり年間売上高,50210,"726,728,72aその他の対事業所サービス(専門サービス)（※「学術・開発研究機関」及び「純粋持株会社」を除く。）",00000,全国,2013000000,2013年,千円
9695,046,１事業従事者当たり年間売上高,50240,7291興信所,00000,全国,2013000000,2013年,千円
57904,046,１事業従事者当たり年間売上高,50250,73広告業,00000,全国,2013000000,2013年,千円
8364,046,１事業従事者当たり年間売上高,50280,741獣医業,00000,全国,2013000000,2013年,千円
8997,046,１事業従事者当たり年間売上高,50300,742土木建築サービス業,00000,全国,2013000000,2013年,千円
9148,046,１事業従事者当たり年間売上高,50320,"743-745,911,921,923,929その他の対事業所サービス(その他)（※「政治・経済・文化団体」，｢宗教」及び「外国公務」を除く。）",00000,全国,2013000000,2013年,千円
6611,046,１事業従事者当たり年間売上高,50340,"746,77,796,79a,90aその他の対個人サービス(その他)（※「家事サービス業」を除く。）",00000,全国,2013000000,2013年,千円
29247,046,１事業従事者当たり年間売上高,50360,749その他の技術サービス業,00000,全国,2013000000,2013年,千円
8056,046,１事業従事者当たり年間売上高,50380,75宿泊業,00000,全国,2013000000,2013年,千円
4227,046,１事業従事者当たり年間売上高,50400,76飲食店,00000,全国,2013000000,2013年,千円
4033,046,１事業従事者当たり年間売上高,50420,78洗濯・理容・美容・浴場業,00000,全国,2013000000,2013年,千円
43026,046,１事業従事者当たり年間売上高,50440,791旅行業,00000,全国,2013000000,2013年,千円
37013,046,１事業従事者当たり年間売上高,50460,80娯楽業,00000,全国,2013000000,2013年,千円
3154,046,１事業従事者当たり年間売上高,50490,"821,822社会教育，職業・教育支援施設（※「学校教育」を除く。）",00000,全国,2013000000,2013年,千円
3689,046,１事業従事者当たり年間売上高,50500,"823,8245,824a,829学習塾，教養・技能教授業",00000,全国,2013000000,2013年,千円
9192,046,１事業従事者当たり年間売上高,50520,"83,84医療業，保健衛生（※「保健所」を除く。）",00000,全国,2013000000,2013年,千円
3273,046,１事業従事者当たり年間売上高,50540,85社会保険・社会福祉・介護事業(※「社会保険事業団体」及び「福祉事務所」を除く。),00000,全国,2013000000,2013年,千円
10684,046,１事業従事者当たり年間売上高,50560,88廃棄物処理業,00000,全国,2013000000,2013年,千円
13099,046,１事業従事者当たり年間売上高,50580,"89,901,902自動車整備業，機械等修理業，電気機械器具修理業",00000,全国,2013000000,2013年,千円
15506,046,１事業従事者当たり年間売上高,50600,912労働者派遣業,00000,全国,2013000000,2013年,千円
5263,046,１事業従事者当たり年間売上高,50620,922建物サービス業,00000,全国,2013000000,2013年,千円
5325,046,１事業従事者当たり年間売上高,50640,951集会場,00000,全国,2013000000,2013年,千円
13169,046,１事業従事者当たり年間売上高,50660,95aと畜場，他に分類されないサービス業,00000,全国,2013000000,2013年,千円
27911,046,１事業従事者当たり年間売上高,51660,その他,00000,全国,2013000000,2013年,千円
26677500,002,事業従事者数,50000,合計,00000,全国,2013000000,2013年,人
227900,002,事業従事者数,50020,42鉄道業,00000,全国,2013000000,2013年,人
2346200,002,事業従事者数,50040,"43,44道路旅客運送業，道路貨物運送業",00000,全国,2013000000,2013年,人
58000,002,事業従事者数,50055,45水運業,00000,全国,2013000000,2013年,人
776500,002,事業従事者数,50070,"47,48,693倉庫業，運輸に附帯するサービス業，駐車場業",00000,全国,2013000000,2013年,人
300600,002,事業従事者数,50090,4*航空運輸業，郵便業（信書便事業を含む）,00000,全国,2013000000,2013年,人
116500,002,事業従事者数,50110,681建物売買業，土地売買業,00000,全国,2013000000,2013年,人
702700,002,事業従事者数,50130,"682,691,694不動産代理業・仲介業，不動産賃貸業（貸家業，貸間業を除く），不動産管理業",00000,全国,2013000000,2013年,人
