value,cat01,cat01_label,cat02,cat02_label
8120,0001000,研究開発　企業数,0001000,平成17年度
7755,0001000,研究開発　企業数,0002000,平成18年度
7809,0001000,研究開発　企業数,0003000,平成19年度
7830,0001000,研究開発　企業数,0004000,平成20年度
8068,0001000,研究開発　企業数,0005000,平成21年度
8068,0001000,研究開発　企業数,0006000,総合計
7909,0001000,研究開発　企業数,0007000,合計
7,0001000,研究開発　企業数,0008000,鉱業、採石業、砂利採取業
6101,0001000,研究開発　企業数,0009000,製造業
676,0001000,研究開発　企業数,0010000,090　食料品製造業
96,0001000,研究開発　企業数,0011000,091　畜産食料品製造業
81,0001000,研究開発　企業数,0012000,092　水産食料品製造業
20,0001000,研究開発　企業数,0013000,093　精穀・製粉業
479,0001000,研究開発　企業数,0014000,099　その他の食料品製造業
115,0001000,研究開発　企業数,0015000,100　飲料・たばこ・飼料製造業
85,0001000,研究開発　企業数,0016000,101　清涼飲料・酒類・茶・たばこ製造業
30,0001000,研究開発　企業数,0017000,102　飼料・有機質肥料製造業
150,0001000,研究開発　企業数,0018000,110　繊維工業
24,0001000,研究開発　企業数,0019000,111　製糸，紡績，ねん糸等製造業
29,0001000,研究開発　企業数,0020000,112　織物・ニット生地製造業
25,0001000,研究開発　企業数,0021000,113　染色整理業
31,0001000,研究開発　企業数,0022000,114　その他の繊維工業
17,0001000,研究開発　企業数,0023000,115　織物・ニット製衣服製造業
24,0001000,研究開発　企業数,0024000,119　身の回り品・その他の繊維製品製造業
30,0001000,研究開発　企業数,0025000,120　木材・木製品製造業（家具を除く）
26,0001000,研究開発　企業数,0026000,121　製材・合板製造業
4,0001000,研究開発　企業数,0027000,129　その他の木製品製造業（家具を除く）
65,0001000,研究開発　企業数,0028000,130　家具・装備品製造業
105,0001000,研究開発　企業数,0029000,140　パルプ・紙・紙加工品製造業
41,0001000,研究開発　企業数,0030000,141　パルプ・紙製造業
64,0001000,研究開発　企業数,0031000,142　紙加工品製造業
70,0001000,研究開発　企業数,0032000,150　印刷・同関連業
709,0001000,研究開発　企業数,0033000,160　化学工業
68,0001000,研究開発　企業数,0034000,161　化学肥料・無機化学工業製品製造業
127,0001000,研究開発　企業数,0035000,162　有機化学工業製品製造業
100,0001000,研究開発　企業数,0036000,163　油脂加工製品等（注）
183,0001000,研究開発　企業数,0037000,164　医薬品製造業
231,0001000,研究開発　企業数,0038000,169　その他の化学工業製品製造業
39,0001000,研究開発　企業数,0039000,170　石油製品・石炭製品製造業
14,0001000,研究開発　企業数,0040000,171　石油精製業
25,0001000,研究開発　企業数,0041000,179　その他の石油製品・石炭製品製造業
315,0001000,研究開発　企業数,0042000,180　プラスチック製品製造業
71,0001000,研究開発　企業数,0043000,190　ゴム製品製造業
8,0001000,研究開発　企業数,0044000,191　タイヤ・チューブ製造業
63,0001000,研究開発　企業数,0045000,199　その他のゴム製品製造業
13,0001000,研究開発　企業数,0046000,200　なめし革・同製品・毛皮製造業
220,0001000,研究開発　企業数,0047000,210　窯業・土石製品製造業
46,0001000,研究開発　企業数,0048000,211　ガラス・同製品製造業
60,0001000,研究開発　企業数,0049000,212　セメント・同製品製造業
114,0001000,研究開発　企業数,0050000,219　その他の窯業・土石製品製造業
141,0001000,研究開発　企業数,0051000,220　鉄鋼業
80,0001000,研究開発　企業数,0052000,221　銑鉄・粗鋼・鋼材製造業
61,0001000,研究開発　企業数,0053000,222　鋳鍛造品・その他の鉄鋼製品製造業
166,0001000,研究開発　企業数,0054000,230　非鉄金属製造業
38,0001000,研究開発　企業数,0055000,231　非鉄金属製錬・精製業
128,0001000,研究開発　企業数,0056000,232　非鉄金属加工品製造業
419,0001000,研究開発　企業数,0057000,240　金属製品製造業
125,0001000,研究開発　企業数,0058000,241　建設用・建築用金属製品製造業
294,0001000,研究開発　企業数,0059000,249　その他の金属製品製造業
299,0001000,研究開発　企業数,0060000,250　はん用機械器具製造業
21,0001000,研究開発　企業数,0061000,251　ボイラ・原動機製造業
71,0001000,研究開発　企業数,0062000,252　ポンプ・圧縮機器製造業
108,0001000,研究開発　企業数,0063000,253　一般産業用機械・装置製造業
99,0001000,研究開発　企業数,0064000,259　その他のはん用機械・同部品製造業
487,0001000,研究開発　企業数,0065000,260　生産用機械器具製造業
128,0001000,研究開発　企業数,0066000,261　金属加工機械製造業
359,0001000,研究開発　企業数,0067000,262　特殊産業用機械製造業
318,0001000,研究開発　企業数,0068000,270　業務用機械器具製造業
80,0001000,研究開発　企業数,0069000,271　事務用・サービス用機械器具製造業
110,0001000,研究開発　企業数,0070000,273　計量器・測定器等（注）
83,0001000,研究開発　企業数,0071000,274　医療用機械器具・医療用品製造業
41,0001000,研究開発　企業数,0072000,275　光学機械器具・レンズ製造業
4,0001000,研究開発　企業数,0073000,276　武器製造業
347,0001000,研究開発　企業数,0074000,280　電子部品・デバイス・電子回路製造業
471,0001000,研究開発　企業数,0075000,290　電気機械器具製造業
206,0001000,研究開発　企業数,0076000,291　産業用電気機械器具製造業
56,0001000,研究開発　企業数,0077000,292　民生用電気機械器具製造業
40,0001000,研究開発　企業数,0078000,293　電子応用装置製造業
169,0001000,研究開発　企業数,0079000,299　その他の電気機械器具製造業
197,0001000,研究開発　企業数,0080000,300　情報通信機械器具製造業
146,0001000,研究開発　企業数,0081000,301　通信機械器具・同関連機械器具製造業
51,0001000,研究開発　企業数,0082000,302　電子計算機・同附属装置製造業
479,0001000,研究開発　企業数,0083000,310　輸送用機械器具製造業
378,0001000,研究開発　企業数,0084000,311　自動車・同附属品製造業
101,0001000,研究開発　企業数,0085000,319　その他の輸送用機械器具製造業
199,0001000,研究開発　企業数,0086000,320　その他の製造業
31,0001000,研究開発　企業数,0087000,電気・ガス業
18,0001000,研究開発　企業数,0088000,331　電気業
13,0001000,研究開発　企業数,0089000,341　ガス業
494,0001000,研究開発　企業数,0090000,情報通信業
361,0001000,研究開発　企業数,0091000,391　ソフトウェア業
84,0001000,研究開発　企業数,0092000,392　情報処理・提供サービス業
29,0001000,研究開発　企業数,0093000,401　インターネット附随サービス業
3,0001000,研究開発　企業数,0094000,411　映画・ビデオ制作業（※）
2,0001000,研究開発　企業数,0095000,413　新聞業
15,0001000,研究開発　企業数,0096000,414　出版業
826,0001000,研究開発　企業数,0097000,卸売業
17,0001000,研究開発　企業数,0098000,511　繊維品卸売業
54,0001000,研究開発　企業数,0099000,512　衣服・身の回り品卸売業
31,0001000,研究開発　企業数,0100000,521　農畜産物・水産物卸売業
75,0001000,研究開発　企業数,0101000,522　食料・飲料卸売業
51,0001000,研究開発　企業数,0102000,531　建築材料卸売業
90,0001000,研究開発　企業数,0103000,532　化学製品卸売業
20,0001000,研究開発　企業数,0104000,533　石油・鉱物卸売業
18,0001000,研究開発　企業数,0105000,534　鉄鋼製品卸売業
14,0001000,研究開発　企業数,0106000,535　非鉄金属卸売業
5,0001000,研究開発　企業数,0107000,536　再生資源卸売業
75,0001000,研究開発　企業数,0108000,541　産業機械器具卸売業
23,0001000,研究開発　企業数,0109000,542　自動車卸売業
96,0001000,研究開発　企業数,0110000,543　電気機械器具卸売業
53,0001000,研究開発　企業数,0111000,549　その他の機械器具卸売業
38,0001000,研究開発　企業数,0112000,551　家具・建具・じゅう器等卸売業
48,0001000,研究開発　企業数,0113000,552　医薬品・化粧品等卸売業
